,company_id,event,time,theme,account_users,metric_count,graph_origin,number_of_graphs_on_dashboard,graphs_owned,new_time,isRepeated
42725,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:01,,1.0,,,,,21660.0,False
42726,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:01,,1.0,,,,,21660.0,False
42727,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:01,,1.0,,,,,21660.0,False
42730,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:01,,1.0,,,,,21660.0,False
42731,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:01,,1.0,,,,,21660.0,False
42732,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:01,,1.0,,,,,21660.0,False
42735,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:01,,1.0,,,,,21660.0,False
42740,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:01,,1.0,,,,,21660.0,False
42741,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:01,,1.0,,,,,21660.0,False
42749,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:01,,1.0,,,,,21660.0,False
42750,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:01,,1.0,,,,,21660.0,False
42752,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:02,,1.0,,,,,21720.0,False
42753,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:02,,1.0,,,,,21720.0,False
42763,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:02,,1.0,,,,,21720.0,False
42765,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:02,,1.0,,,,,21720.0,False
42771,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:02,,1.0,,,,,21720.0,False
42773,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:02,,1.0,,,,,21720.0,False
42779,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:03,,1.0,,,,,21780.0,False
42780,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:03,,1.0,,,,,21780.0,False
42783,d354b9eda963f8dc4988a3c479ae841a,Add Template DS,8/3/2018 6:03,,1.0,,,,,21780.0,False
42844,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:07,,1.0,,,,,22020.0,False
42850,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:07,,1.0,,,,,22020.0,False
42851,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:07,,1.0,,,,,22020.0,False
42853,d354b9eda963f8dc4988a3c479ae841a,Add Template DS,8/3/2018 6:07,,1.0,,,,,22020.0,False
42855,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:07,,1.0,,,,,22020.0,False
42864,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:08,,1.0,,,,,22080.0,False
42865,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:08,,1.0,,,,,22080.0,False
42867,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:09,,1.0,,,,,22140.0,False
42998,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:19,,1.0,,,,,22740.0,False
42999,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:19,,1.0,,,,,22740.0,False
43000,d354b9eda963f8dc4988a3c479ae841a,Add Template DS,8/3/2018 6:19,,1.0,,,,,22740.0,False
43001,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:19,,1.0,,,,,22740.0,False
43007,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 6:20,,1.0,,,,,22800.0,False
43008,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:20,,1.0,,,,,22800.0,False
43009,d354b9eda963f8dc4988a3c479ae841a,Add Template DS,8/3/2018 6:20,,1.0,,,,,22800.0,False
43010,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:20,,1.0,,,,,22800.0,False
43015,d354b9eda963f8dc4988a3c479ae841a,Edit Graph from Dashboard,8/3/2018 6:21,,1.0,,Template,,,22860.0,False
43016,d354b9eda963f8dc4988a3c479ae841a,Edit Graph,8/3/2018 6:21,,1.0,,Template,,,22860.0,False
43017,d354b9eda963f8dc4988a3c479ae841a,Edit Graph Exit,8/3/2018 6:22,,1.0,,Template,,,22920.0,False
43018,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 6:22,Light,1.0,,,,,22920.0,False
43034,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 6:23,,1.0,,,,,22980.0,True
43043,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 6:24,,1.0,,,,,23040.0,False
43103,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:30,,1.0,,,,,23400.0,False
43104,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:30,,1.0,,,,,23400.0,False
43105,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:30,,1.0,,,,,23400.0,False
43107,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:30,,1.0,,,,,23400.0,False
43212,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 6:43,,1.0,,,,,24180.0,False
43213,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 6:43,,1.0,,,,,24180.0,False
43214,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 6:43,,1.0,,,,,24180.0,False
43215,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 6:43,,1.0,,,,,24180.0,True
43268,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:46,,1.0,,,,,24360.0,False
43270,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:46,,1.0,,,,,24360.0,False
43273,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:46,,1.0,,,,,24360.0,True
43275,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:46,,1.0,,,,,24360.0,True
43283,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 6:47,Light,1.0,,,,,24420.0,False
43287,d354b9eda963f8dc4988a3c479ae841a,Edit Graph from Dashboard,8/3/2018 6:47,,1.0,,Template,,,24420.0,False
43288,d354b9eda963f8dc4988a3c479ae841a,Edit Graph,8/3/2018 6:47,,1.0,,Template,,,24420.0,False
43291,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 6:47,Light,1.0,,,,,24420.0,False
43311,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 6:50,,1.0,,,,,24600.0,False
43313,d354b9eda963f8dc4988a3c479ae841a,Create New Graph,8/3/2018 6:50,,1.0,,,,,24600.0,False
43314,d354b9eda963f8dc4988a3c479ae841a,Edit Graph,8/3/2018 6:50,,1.0,,Custom,,,24600.0,False
43323,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 6:51,Light,1.0,,,,,24660.0,False
43328,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 6:51,,1.0,,,,,24660.0,False
43334,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 6:52,,1.0,,,,,24720.0,True
43338,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 6:52,,1.0,,,,,24720.0,False
43340,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 6:52,,1.0,,,,,24720.0,False
43342,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 6:53,,1.0,,,,,24780.0,False
43343,d354b9eda963f8dc4988a3c479ae841a,Template Connected,8/3/2018 6:53,,1.0,,,,,24780.0,False
43344,d354b9eda963f8dc4988a3c479ae841a,Edit Graph from Dashboard,8/3/2018 6:53,,1.0,,Template,,,24780.0,False
43345,d354b9eda963f8dc4988a3c479ae841a,Edit Graph,8/3/2018 6:53,,1.0,,Template,,,24780.0,False
43398,d354b9eda963f8dc4988a3c479ae841a,Create Data Source,8/3/2018 6:57,,1.0,,,,,25020.0,False
43400,d354b9eda963f8dc4988a3c479ae841a,Connector Search,8/3/2018 6:58,,1.0,,,,,25080.0,False
43404,d354b9eda963f8dc4988a3c479ae841a,DS Template Selected,8/3/2018 6:58,,1.0,,,,,25080.0,False
43405,d354b9eda963f8dc4988a3c479ae841a,Data Source Connector,8/3/2018 6:58,,1.0,,,,,25080.0,False
43406,d354b9eda963f8dc4988a3c479ae841a,Connector Search,8/3/2018 6:58,,1.0,,,,,25080.0,True
43425,d354b9eda963f8dc4988a3c479ae841a,Create Data Source,8/3/2018 7:00,,1.0,,,,,25200.0,False
43430,d354b9eda963f8dc4988a3c479ae841a,Connector Search,8/3/2018 7:00,,1.0,,,,,25200.0,False
43432,d354b9eda963f8dc4988a3c479ae841a,DS Template Selected,8/3/2018 7:00,,1.0,,,,,25200.0,False
43433,d354b9eda963f8dc4988a3c479ae841a,Data Source Connector,8/3/2018 7:00,,1.0,,,,,25200.0,False
43434,d354b9eda963f8dc4988a3c479ae841a,DS Template Selected,8/3/2018 7:00,,1.0,,,,,25200.0,False
43435,d354b9eda963f8dc4988a3c479ae841a,Data Source Connector,8/3/2018 7:00,,1.0,,,,,25200.0,False
43531,d354b9eda963f8dc4988a3c479ae841a,Edit Graph Exit,8/3/2018 7:07,,1.0,,Template,,,25620.0,False
43532,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 7:07,Light,1.0,,,,,25620.0,False
43540,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 7:08,,1.0,,,,,25680.0,False
43541,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 7:08,,1.0,,,,,25680.0,False
43543,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 7:09,,1.0,,,,,25740.0,False
43544,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 7:09,,1.0,,,,,25740.0,False
43548,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 7:09,,1.0,,,,,25740.0,False
43549,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 7:09,,1.0,,,,,25740.0,False
43551,d354b9eda963f8dc4988a3c479ae841a,Create New Graph,8/3/2018 7:09,,1.0,,,,,25740.0,False
43552,d354b9eda963f8dc4988a3c479ae841a,Edit Graph,8/3/2018 7:09,,1.0,,Custom,,,25740.0,False
43565,d354b9eda963f8dc4988a3c479ae841a,Create Data Source,8/3/2018 7:12,,1.0,,,,,25920.0,False
43566,d354b9eda963f8dc4988a3c479ae841a,Connector Search,8/3/2018 7:12,,1.0,,,,,25920.0,False
43567,d354b9eda963f8dc4988a3c479ae841a,Data Source Connector,8/3/2018 7:12,,1.0,,,,,25920.0,False
43570,d354b9eda963f8dc4988a3c479ae841a,DS Template Selected,8/3/2018 7:12,,1.0,,,,,25920.0,False
43585,d354b9eda963f8dc4988a3c479ae841a,Data Source Created,8/3/2018 7:14,,1.0,,,,,26040.0,False
43620,d354b9eda963f8dc4988a3c479ae841a,Edit Graph Exit,8/3/2018 7:20,,1.0,,Custom,,,26400.0,False
43621,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 7:20,Light,1.0,,,,,26400.0,False
43631,d354b9eda963f8dc4988a3c479ae841a,Create Data Source,8/3/2018 7:22,,1.0,,,,,26520.0,False
43635,d354b9eda963f8dc4988a3c479ae841a,Data Source Connector,8/3/2018 7:23,,1.0,,,,,26580.0,False
43639,d354b9eda963f8dc4988a3c479ae841a,View Dashboard,8/3/2018 7:23,Light,1.0,,,,,26580.0,False
43640,d354b9eda963f8dc4988a3c479ae841a,Add New Button,8/3/2018 7:23,,1.0,,,,,26580.0,False
43641,d354b9eda963f8dc4988a3c479ae841a,Graph Gallery,8/3/2018 7:23,,1.0,,,,,26580.0,False
43644,d354b9eda963f8dc4988a3c479ae841a,Select Graph,8/3/2018 7:24,,1.0,,,,,26640.0,False
43647,d354b9eda963f8dc4988a3c479ae841a,Add Graph from Library,8/3/2018 7:24,,1.0,,,,,26640.0,False
43649,d354b9eda963f8dc4988a3c479ae841a,Template Connect Button,8/3/2018 7:24,,1.0,,,,,26640.0,False
43650,d354b9eda963f8dc4988a3c479ae841a,Add Template,8/3/2018 7:24,,1.0,,,,,26640.0,False
